 A03_XZ   45.576700000000002        236.05200000000002     
 A04_XZ   45.570900000000002        236.11199999999999     
 A06_XZ   45.573099999999997        236.19499999999999     
 A07_XZ   45.575299999999999        236.25500000000000     
 A08_XZ   45.578800000000001        236.29900000000001     
 A10_XZ   45.585200000000000        236.40500000000000     
 A11_XZ   45.578800000000001        236.46100000000001     
 A12_XZ   45.580399999999997        236.50200000000001     
 A13_XZ   45.569600000000001        236.54900000000001     
 A15_XZ   45.571500000000000        236.65899999999999     
 A16_XZ   45.568899999999999        236.70800000000000     
 A17_XZ   45.566400000000002        236.75900000000001     
 A20_XZ   45.575699999999998        236.90699999999998     
 A21_XZ   45.580300000000001        236.96199999999999     
 A22_XZ   45.574599999999997        237.01600000000002     
 A24_XZ   45.577599999999997        237.10200000000000     
 A25_XZ   45.575499999999998        237.15600000000001     
 A27_XZ   45.573099999999997        237.26700000000000     
 A28_XZ   45.574199999999998        237.35800000000000     
 A30_XZ   45.575499999999998        237.56600000000000     
 A32_XZ   45.570799999999998        237.75900000000001     
 A38_XZ   45.583199999999998        238.38299999999998     
 A40_XZ   45.585500000000003        238.56100000000001     
 A42_XZ   45.587400000000002        238.76900000000001     
 A43_XZ   45.588200000000001        238.87000000000000     
